Animal,Slice,Sex,Subregion,z-plane,placement order,baseline uM,baseline DA/p,Baseline Vmax (nM/s),stimulation (mA),output (uM),cycle stage
RtM2,R2,Male,mshell,rostral,p5,0.090,84.760,393.010,0.80,0.101,NA
RtM3,R1,Male,dlCPu,rostral,p3,0.260,233.080,1572.030,0.14,0.000,NA
RtM3,R1,Male,dlCPu,rostral,p3,0.260,233.080,1572.030,0.16,0.000,NA
RtM3,R1,Male,dlCPu,rostral,p3,0.260,233.080,1572.030,0.18,0.000,NA
RtM3,R1,Male,dlCPu,rostral,p3,0.260,233.080,1572.030,0.20,0.000,NA
RtM3,R1,Male,dlCPu,rostral,p3,0.260,233.080,1572.030,0.22,0.049,NA
RtM3,R1,Male,dlCPu,rostral,p3,0.260,233.080,1572.030,0.24,0.065,NA
RtM3,R1,Male,dlCPu,rostral,p3,0.260,233.080,1572.030,0.26,0.065,NA
RtM3,R1,Male,dlCPu,rostral,p3,0.260,233.080,1572.030,0.30,0.073,NA
RtM3,R1,Male,dlCPu,rostral,p3,0.260,233.080,1572.030,0.35,0.105,NA
RtM3,R1,Male,dlCPu,rostral,p3,0.260,233.080,1572.030,0.40,0.113,NA
RtM3,R1,Male,dlCPu,rostral,p3,0.260,233.080,1572.030,0.45,0.129,NA
RtM3,R1,Male,dlCPu,rostral,p3,0.260,233.080,1572.030,0.50,0.154,NA
RtM3,R1,Male,dlCPu,rostral,p3,0.260,233.080,1572.030,0.60,0.178,NA
RtM3,R1,Male,dlCPu,rostral,p3,0.260,233.080,1572.030,0.70,0.194,NA
RtM3,R1,Male,dlCPu,rostral,p3,0.260,233.080,1572.030,0.80,0.218,NA
RtM3,R1,Male,vmCPu,rostral,p2,0.960,826.360,4126.570,0.14,0.000,NA
RtM3,R1,Male,vmCPu,rostral,p2,0.960,826.360,4126.570,0.16,0.000,NA
RtM3,R1,Male,vmCPu,rostral,p2,0.960,826.360,4126.570,0.18,0.000,NA
RtM3,R1,Male,vmCPu,rostral,p2,0.960,826.360,4126.570,0.20,0.112,NA
RtM3,R1,Male,vmCPu,rostral,p2,0.960,826.360,4126.570,0.22,0.206,NA
RtM3,R1,Male,vmCPu,rostral,p2,0.960,826.360,4126.570,0.24,0.271,NA
RtM3,R1,Male,vmCPu,rostral,p2,0.960,826.360,4126.570,0.26,0.318,NA
RtM3,R1,Male,vmCPu,rostral,p2,0.960,826.360,4126.570,0.30,0.393,NA
RtM3,R1,Male,vmCPu,rostral,p2,0.960,826.360,4126.570,0.35,0.458,NA
RtM3,R1,Male,vmCPu,rostral,p2,0.960,826.360,4126.570,0.40,0.523,NA
RtM3,R1,Male,vmCPu,rostral,p2,0.960,826.360,4126.570,0.45,0.598,NA
RtM3,R1,Male,vmCPu,rostral,p2,0.960,826.360,4126.570,0.50,0.589,NA
RtM3,R1,Male,vmCPu,rostral,p2,0.960,826.360,4126.570,0.60,0.654,NA
RtM3,R1,Male,vmCPu,rostral,p2,0.960,826.360,4126.570,0.70,0.738,NA
RtM3,R1,Male,vmCPu,rostral,p2,0.960,826.360,4126.570,0.80,0.776,NA
RtM3,R1,Male,core,rostral,p1,0.610,593.290,3733.570,0.14,0.000,NA
RtM3,R1,Male,core,rostral,p1,0.610,593.290,3733.570,0.16,0.000,NA
RtM3,R1,Male,core,rostral,p1,0.610,593.290,3733.570,0.18,0.000,NA
RtM3,R1,Male,core,rostral,p1,0.610,593.290,3733.570,0.20,0.105,NA
RtM3,R1,Male,core,rostral,p1,0.610,593.290,3733.570,0.22,0.147,NA
RtM3,R1,Male,core,rostral,p1,0.610,593.290,3733.570,0.24,0.147,NA
RtM3,R1,Male,core,rostral,p1,0.610,593.290,3733.570,0.26,0.189,NA
RtM3,R1,Male,core,rostral,p1,0.610,593.290,3733.570,0.30,0.253,NA
RtM3,R1,Male,core,rostral,p1,0.610,593.290,3733.570,0.35,0.274,NA
RtM3,R1,Male,core,rostral,p1,0.610,593.290,3733.570,0.40,0.274,NA
RtM3,R1,Male,core,rostral,p1,0.610,593.290,3733.570,0.45,0.337,NA
RtM3,R1,Male,core,rostral,p1,0.610,593.290,3733.570,0.50,0.368,NA
RtM3,R1,Male,core,rostral,p1,0.610,593.290,3733.570,0.60,0.421,NA
RtM3,R1,Male,core,rostral,p1,0.610,593.290,3733.570,0.70,0.474,NA
RtM3,R1,Male,core,rostral,p1,0.610,593.290,3733.570,0.80,0.484,NA
RtM3,R1,Male,lshell,rostral,p5,0.170,169.510,1768.530,0.14,0.000,NA
RtM3,R1,Male,lshell,rostral,p5,0.170,169.510,1768.530,0.16,0.000,NA
RtM3,R1,Male,lshell,rostral,p5,0.170,169.510,1768.530,0.18,0.000,NA
RtM3,R1,Male,lshell,rostral,p5,0.170,169.510,1768.530,0.20,0.000,NA
RtM3,R1,Male,lshell,rostral,p5,0.170,169.510,1768.530,0.22,0.000,NA
RtM3,R1,Male,lshell,rostral,p5,0.170,169.510,1768.530,0.24,0.000,NA
RtM3,R1,Male,lshell,rostral,p5,0.170,169.510,1768.530,0.26,0.000,NA
RtM3,R1,Male,lshell,rostral,p5,0.170,169.510,1768.530,0.30,0.035,NA
RtM3,R1,Male,lshell,rostral,p5,0.170,169.510,1768.530,0.35,0.021,NA
RtM3,R1,Male,lshell,rostral,p5,0.170,169.510,1768.530,0.40,0.063,NA
RtM3,R1,Male,lshell,rostral,p5,0.170,169.510,1768.530,0.45,0.084,NA
RtM3,R1,Male,lshell,rostral,p5,0.170,169.510,1768.530,0.50,0.098,NA
RtM3,R1,Male,lshell,rostral,p5,0.170,169.510,1768.530,0.60,0.105,NA
RtM3,R1,Male,lshell,rostral,p5,0.170,169.510,1768.530,0.70,0.140,NA
RtM3,R1,Male,lshell,rostral,p5,0.170,169.510,1768.530,0.80,0.182,NA
RtM3,R1,Male,mshell,rostral,p4,0.260,219.510,1179.020,0.14,0.000,NA
RtM3,R1,Male,mshell,rostral,p4,0.260,219.510,1179.020,0.16,0.000,NA
RtM3,R1,Male,mshell,rostral,p4,0.260,219.510,1179.020,0.18,0.000,NA
RtM3,R1,Male,mshell,rostral,p4,0.260,219.510,1179.020,0.20,0.044,NA
RtM3,R1,Male,mshell,rostral,p4,0.260,219.510,1179.020,0.22,0.059,NA
RtM3,R1,Male,mshell,rostral,p4,0.260,219.510,1179.020,0.24,0.089,NA
RtM3,R1,Male,mshell,rostral,p4,0.260,219.510,1179.020,0.26,0.104,NA
RtM3,R1,Male,mshell,rostral,p4,0.260,219.510,1179.020,0.30,0.126,NA
RtM3,R1,Male,mshell,rostral,p4,0.260,219.510,1179.020,0.35,0.148,NA
RtM3,R1,Male,mshell,rostral,p4,0.260,219.510,1179.020,0.40,0.178,NA
RtM3,R1,Male,mshell,rostral,p4,0.260,219.510,1179.020,0.45,0.156,NA
RtM3,R1,Male,mshell,rostral,p4,0.260,219.510,1179.020,0.50,0.185,NA
RtM3,R1,Male,mshell,rostral,p4,0.260,219.510,1179.020,0.60,0.222,NA
RtM3,R1,Male,mshell,rostral,p4,0.260,219.510,1179.020,0.70,0.244,NA
RtM3,R1,Male,mshell,rostral,p4,0.260,219.510,1179.020,0.80,0.252,NA
RtM3,R2,Male,dlCPu,rostral,p1,0.810,656.850,2161.540,0.14,0.000,NA
RtM3,R2,Male,dlCPu,rostral,p1,0.810,656.850,2161.540,0.16,0.058,NA
RtM3,R2,Male,dlCPu,rostral,p1,0.810,656.850,2161.540,0.18,0.380,NA
RtM3,R2,Male,dlCPu,rostral,p1,0.810,656.850,2161.540,0.20,0.431,NA
RtM3,R2,Male,dlCPu,rostral,p1,0.810,656.850,2161.540,0.22,0.504,NA
RtM3,R2,Male,dlCPu,rostral,p1,0.810,656.850,2161.540,0.24,0.541,NA
RtM3,R2,Male,dlCPu,rostral,p1,0.810,656.850,2161.540,0.26,0.556,NA
RtM3,R2,Male,dlCPu,rostral,p1,0.810,656.850,2161.540,0.30,0.556,NA
RtM3,R2,Male,dlCPu,rostral,p1,0.810,656.850,2161.540,0.35,0.614,NA
RtM3,R2,Male,dlCPu,rostral,p1,0.810,656.850,2161.540,0.40,0.607,NA
RtM3,R2,Male,dlCPu,rostral,p1,0.810,656.850,2161.540,0.45,0.651,NA
RtM3,R2,Male,dlCPu,rostral,p1,0.810,656.850,2161.540,0.50,0.665,NA
RtM3,R2,Male,dlCPu,rostral,p1,0.810,656.850,2161.540,0.60,0.687,NA
RtM3,R2,Male,dlCPu,rostral,p1,0.810,656.850,2161.540,0.70,0.709,NA
RtM3,R2,Male,dlCPu,rostral,p1,0.810,656.850,2161.540,0.80,0.746,NA
RtM3,R2,Male,vmCPu,rostral,p4,1.850,1377.270,2554.550,0.14,0.000,NA
RtM3,R2,Male,vmCPu,rostral,p4,1.850,1377.270,2554.550,0.16,0.000,NA
RtM3,R2,Male,vmCPu,rostral,p4,1.850,1377.270,2554.550,0.18,0.040,NA
RtM3,R2,Male,vmCPu,rostral,p4,1.850,1377.270,2554.550,0.20,0.192,NA
RtM3,R2,Male,vmCPu,rostral,p4,1.850,1377.270,2554.550,0.22,0.356,NA
RtM3,R2,Male,vmCPu,rostral,p4,1.850,1377.270,2554.550,0.24,0.605,NA
RtM3,R2,Male,vmCPu,rostral,p4,1.850,1377.270,2554.550,0.26,0.814,NA
RtM3,R2,Male,vmCPu,rostral,p4,1.850,1377.270,2554.550,0.30,1.074,NA
RtM3,R2,Male,vmCPu,rostral,p4,1.850,1377.270,2554.550,0.35,1.204,NA
RtM3,R2,Male,vmCPu,rostral,p4,1.850,1377.270,2554.550,0.40,1.328,NA
RtM3,R2,Male,vmCPu,rostral,p4,1.850,1377.270,2554.550,0.45,1.351,NA
RtM3,R2,Male,vmCPu,rostral,p4,1.850,1377.270,2554.550,0.50,1.447,NA
RtM3,R2,Male,vmCPu,rostral,p4,1.850,1377.270,2554.550,0.60,1.549,NA
RtM3,R2,Male,vmCPu,rostral,p4,1.850,1377.270,2554.550,0.70,1.622,NA
RtM3,R2,Male,vmCPu,rostral,p4,1.850,1377.270,2554.550,0.80,1.628,NA
RtM3,R2,Male,core,rostral,p2,1.420,1038.250,1572.030,0.14,0.000,NA
RtM3,R2,Male,core,rostral,p2,1.420,1038.250,1572.030,0.16,0.000,NA
RtM3,R2,Male,core,rostral,p2,1.420,1038.250,1572.030,0.18,0.032,NA
RtM3,R2,Male,core,rostral,p2,1.420,1038.250,1572.030,0.20,0.096,NA
RtM3,R2,Male,core,rostral,p2,1.420,1038.250,1572.030,0.22,0.224,NA
RtM3,R2,Male,core,rostral,p2,1.420,1038.250,1572.030,0.24,0.332,NA
RtM3,R2,Male,core,rostral,p2,1.420,1038.250,1572.030,0.26,0.479,NA
RtM3,R2,Male,core,rostral,p2,1.420,1038.250,1572.030,0.30,0.805,NA
RtM3,R2,Male,core,rostral,p2,1.420,1038.250,1572.030,0.35,0.965,NA
RtM3,R2,Male,core,rostral,p2,1.420,1038.250,1572.030,0.40,1.061,NA
RtM3,R2,Male,core,rostral,p2,1.420,1038.250,1572.030,0.45,1.105,NA
RtM3,R2,Male,core,rostral,p2,1.420,1038.250,1572.030,0.50,1.157,NA
RtM3,R2,Male,core,rostral,p2,1.420,1038.250,1572.030,0.60,1.157,NA
RtM3,R2,Male,core,rostral,p2,1.420,1038.250,1572.030,0.70,1.157,NA
RtM3,R2,Male,core,rostral,p2,1.420,1038.250,1572.030,0.80,1.163,NA
RtM3,R2,Male,lshell,rostral,p5,0.690,529.720,1179.020,0.14,0.000,NA
RtM3,R2,Male,lshell,rostral,p5,0.690,529.720,1179.020,0.16,0.000,NA
RtM3,R2,Male,lshell,rostral,p5,0.690,529.720,1179.020,0.18,0.306,NA
RtM3,R2,Male,lshell,rostral,p5,0.690,529.720,1179.020,0.20,0.470,NA
RtM3,R2,Male,lshell,rostral,p5,0.690,529.720,1179.020,0.22,0.482,NA
RtM3,R2,Male,lshell,rostral,p5,0.690,529.720,1179.020,0.24,0.535,NA
RtM3,R2,Male,lshell,rostral,p5,0.690,529.720,1179.020,0.26,0.552,NA
RtM3,R2,Male,lshell,rostral,p5,0.690,529.720,1179.020,0.30,0.593,NA
RtM3,R2,Male,lshell,rostral,p5,0.690,529.720,1179.020,0.35,0.611,NA
RtM3,R2,Male,lshell,rostral,p5,0.690,529.720,1179.020,0.40,0.611,NA
RtM3,R2,Male,lshell,rostral,p5,0.690,529.720,1179.020,0.45,0.640,NA
RtM3,R2,Male,lshell,rostral,p5,0.690,529.720,1179.020,0.50,0.593,NA
RtM3,R2,Male,lshell,rostral,p5,0.690,529.720,1179.020,0.60,0.564,NA
RtM3,R2,Male,lshell,rostral,p5,0.690,529.720,1179.020,0.70,0.576,NA
RtM3,R2,Male,lshell,rostral,p5,0.690,529.720,1179.020,0.80,0.517,NA
RtM3,R2,Male,mshell,rostral,p3,NA,NA,NA,0.14,NA,NA
RtM3,R2,Male,mshell,rostral,p3,NA,NA,NA,0.16,NA,NA
RtM3,R2,Male,mshell,rostral,p3,NA,NA,NA,0.18,NA,NA
RtM3,R2,Male,mshell,rostral,p3,NA,NA,NA,0.20,NA,NA
RtM3,R2,Male,mshell,rostral,p3,NA,NA,NA,0.22,NA,NA
RtM3,R2,Male,mshell,rostral,p3,NA,NA,NA,0.24,NA,NA
RtM3,R2,Male,mshell,rostral,p3,NA,NA,NA,0.26,NA,NA
RtM3,R2,Male,mshell,rostral,p3,NA,NA,NA,0.30,NA,NA
RtM3,R2,Male,mshell,rostral,p3,NA,NA,NA,0.35,NA,NA
RtM3,R2,Male,mshell,rostral,p3,NA,NA,NA,0.40,NA,NA
RtM3,R2,Male,mshell,rostral,p3,NA,NA,NA,0.45,NA,NA
RtM3,R2,Male,mshell,rostral,p3,NA,NA,NA,0.50,NA,NA
RtM3,R2,Male,mshell,rostral,p3,NA,NA,NA,0.60,NA,NA
RtM3,R2,Male,mshell,rostral,p3,NA,NA,NA,0.70,NA,NA
RtM3,R2,Male,mshell,rostral,p3,NA,NA,NA,0.80,NA,NA
RtM4,R1,Male,dlCPu,rostral,p4,0.290,360.210,2554.550,0.14,0.000,NA
RtM4,R1,Male,dlCPu,rostral,p4,0.290,360.210,2554.550,0.16,0.000,NA
RtM4,R1,Male,dlCPu,rostral,p4,0.290,360.210,2554.550,0.18,0.000,NA
RtM4,R1,Male,dlCPu,rostral,p4,0.290,360.210,2554.550,0.20,0.000,NA
RtM4,R1,Male,dlCPu,rostral,p4,0.290,360.210,2554.550,0.22,0.000,NA
RtM4,R1,Male,dlCPu,rostral,p4,0.290,360.210,2554.550,0.24,0.000,NA
RtM4,R1,Male,dlCPu,rostral,p4,0.290,360.210,2554.550,0.26,0.073,NA
RtM4,R1,Male,dlCPu,rostral,p4,0.290,360.210,2554.550,0.30,0.140,NA
RtM4,R1,Male,dlCPu,rostral,p4,0.290,360.210,2554.550,0.35,0.140,NA
RtM4,R1,Male,dlCPu,rostral,p4,0.290,360.210,2554.550,0.40,0.189,NA
RtM4,R1,Male,dlCPu,rostral,p4,0.290,360.210,2554.550,0.45,0.189,NA
RtM4,R1,Male,dlCPu,rostral,p4,0.290,360.210,2554.550,0.50,0.146,NA
RtM4,R1,Male,dlCPu,rostral,p4,0.290,360.210,2554.550,0.60,0.225,NA
RtM4,R1,Male,dlCPu,rostral,p4,0.290,360.210,2554.550,0.70,0.213,NA
RtM4,R1,Male,dlCPu,rostral,p4,0.290,360.210,2554.550,0.80,0.237,NA
RtM4,R1,Male,vmCPu,rostral,p1,1.400,1186.570,2751.050,0.14,0.000,NA
RtM4,R1,Male,vmCPu,rostral,p1,1.400,1186.570,2751.050,0.16,0.000,NA
RtM4,R1,Male,vmCPu,rostral,p1,1.400,1186.570,2751.050,0.18,0.043,NA
RtM4,R1,Male,vmCPu,rostral,p1,1.400,1186.570,2751.050,0.20,0.253,NA
RtM4,R1,Male,vmCPu,rostral,p1,1.400,1186.570,2751.050,0.22,0.413,NA
RtM4,R1,Male,vmCPu,rostral,p1,1.400,1186.570,2751.050,0.24,0.608,NA
RtM4,R1,Male,vmCPu,rostral,p1,1.400,1186.570,2751.050,0.26,0.811,NA
RtM4,R1,Male,vmCPu,rostral,p1,1.400,1186.570,2751.050,0.30,0.891,NA
RtM4,R1,Male,vmCPu,rostral,p1,1.400,1186.570,2751.050,0.35,0.927,NA
RtM4,R1,Male,vmCPu,rostral,p1,1.400,1186.570,2751.050,0.40,0.898,NA
RtM4,R1,Male,vmCPu,rostral,p1,1.400,1186.570,2751.050,0.45,0.920,NA
RtM4,R1,Male,vmCPu,rostral,p1,1.400,1186.570,2751.050,0.50,0.970,NA
RtM4,R1,Male,vmCPu,rostral,p1,1.400,1186.570,2751.050,0.60,1.064,NA
RtM4,R1,Male,vmCPu,rostral,p1,1.400,1186.570,2751.050,0.70,1.122,NA
RtM4,R1,Male,vmCPu,rostral,p1,1.400,1186.570,2751.050,0.80,1.137,NA
RtM4,R1,Male,core,rostral,p2,0.680,614.480,1572.030,0.14,0.000,NA
RtM4,R1,Male,core,rostral,p2,0.680,614.480,1572.030,0.16,0.000,NA
RtM4,R1,Male,core,rostral,p2,0.680,614.480,1572.030,0.18,0.068,NA
RtM4,R1,Male,core,rostral,p2,0.680,614.480,1572.030,0.20,0.135,NA
RtM4,R1,Male,core,rostral,p2,0.680,614.480,1572.030,0.22,0.196,NA
RtM4,R1,Male,core,rostral,p2,0.680,614.480,1572.030,0.24,0.236,NA
RtM4,R1,Male,core,rostral,p2,0.680,614.480,1572.030,0.26,0.263,NA
RtM4,R1,Male,core,rostral,p2,0.680,614.480,1572.030,0.30,0.351,NA
RtM4,R1,Male,core,rostral,p2,0.680,614.480,1572.030,0.35,0.392,NA
RtM4,R1,Male,core,rostral,p2,0.680,614.480,1572.030,0.40,0.473,NA
RtM4,R1,Male,core,rostral,p2,0.680,614.480,1572.030,0.45,0.513,NA
RtM4,R1,Male,core,rostral,p2,0.680,614.480,1572.030,0.50,0.567,NA
RtM4,R1,Male,core,rostral,p2,0.680,614.480,1572.030,0.60,0.587,NA
RtM4,R1,Male,core,rostral,p2,0.680,614.480,1572.030,0.70,0.594,NA
RtM4,R1,Male,core,rostral,p2,0.680,614.480,1572.030,0.80,0.567,NA
RtM4,R1,Male,lshell,rostral,p3,0.340,343.640,1263.020,0.14,0.000,NA
RtM4,R1,Male,lshell,rostral,p3,0.340,343.640,1263.020,0.16,0.000,NA
RtM4,R1,Male,lshell,rostral,p3,0.340,343.640,1263.020,0.18,0.032,NA
RtM4,R1,Male,lshell,rostral,p3,0.340,343.640,1263.020,0.20,0.058,NA
RtM4,R1,Male,lshell,rostral,p3,0.340,343.640,1263.020,0.22,0.078,NA
RtM4,R1,Male,lshell,rostral,p3,0.340,343.640,1263.020,0.24,0.136,NA
RtM4,R1,Male,lshell,rostral,p3,0.340,343.640,1263.020,0.26,0.161,NA
RtM4,R1,Male,lshell,rostral,p3,0.340,343.640,1263.020,0.30,0.233,NA
RtM4,R1,Male,lshell,rostral,p3,0.340,343.640,1263.020,0.35,0.239,NA
RtM4,R1,Male,lshell,rostral,p3,0.340,343.640,1263.020,0.40,0.265,NA
RtM4,R1,Male,lshell,rostral,p3,0.340,343.640,1263.020,0.45,0.271,NA
RtM4,R1,Male,lshell,rostral,p3,0.340,343.640,1263.020,0.50,0.304,NA
RtM4,R1,Male,lshell,rostral,p3,0.340,343.640,1263.020,0.60,0.284,NA
RtM4,R1,Male,lshell,rostral,p3,0.340,343.640,1263.020,0.70,0.284,NA
RtM4,R1,Male,lshell,rostral,p3,0.340,343.640,1263.020,0.80,0.258,NA
RtM4,R1,Male,mshell,rostral,p5,0.190,148.320,393.010,0.14,0.000,NA
RtM4,R1,Male,mshell,rostral,p5,0.190,148.320,393.010,0.16,0.000,NA
RtM4,R1,Male,mshell,rostral,p5,0.190,148.320,393.010,0.18,0.025,NA
RtM4,R1,Male,mshell,rostral,p5,0.190,148.320,393.010,0.20,0.125,NA
RtM4,R1,Male,mshell,rostral,p5,0.190,148.320,393.010,0.22,0.156,NA
RtM4,R1,Male,mshell,rostral,p5,0.190,148.320,393.010,0.24,0.169,NA
RtM4,R1,Male,mshell,rostral,p5,0.190,148.320,393.010,0.26,0.150,NA
RtM4,R1,Male,mshell,rostral,p5,0.190,148.320,393.010,0.30,0.150,NA
RtM4,R1,Male,mshell,rostral,p5,0.190,148.320,393.010,0.35,0.175,NA
RtM4,R1,Male,mshell,rostral,p5,0.190,148.320,393.010,0.40,0.162,NA
RtM4,R1,Male,mshell,rostral,p5,0.190,148.320,393.010,0.45,0.169,NA
RtM4,R1,Male,mshell,rostral,p5,0.190,148.320,393.010,0.50,0.169,NA
RtM4,R1,Male,mshell,rostral,p5,0.190,148.320,393.010,0.60,0.169,NA
RtM4,R1,Male,mshell,rostral,p5,0.190,148.320,393.010,0.70,0.162,NA
RtM4,R1,Male,mshell,rostral,p5,0.190,148.320,393.010,0.80,0.175,NA
RtM4,R2,Male,dlCPu,rostral,p4,0.270,254.270,1965.030,0.14,0.000,NA
RtM4,R2,Male,dlCPu,rostral,p4,0.270,254.270,1965.030,0.16,0.000,NA
RtM4,R2,Male,dlCPu,rostral,p4,0.270,254.270,1965.030,0.18,0.000,NA
RtM4,R2,Male,dlCPu,rostral,p4,0.270,254.270,1965.030,0.20,0.000,NA
RtM4,R2,Male,dlCPu,rostral,p4,0.270,254.270,1965.030,0.22,0.000,NA
RtM4,R2,Male,dlCPu,rostral,p4,0.270,254.270,1965.030,0.24,0.000,NA
RtM4,R2,Male,dlCPu,rostral,p4,0.270,254.270,1965.030,0.26,0.000,NA
RtM4,R2,Male,dlCPu,rostral,p4,0.270,254.270,1965.030,0.30,0.000,NA
RtM4,R2,Male,dlCPu,rostral,p4,0.270,254.270,1965.030,0.35,0.000,NA
RtM4,R2,Male,dlCPu,rostral,p4,0.270,254.270,1965.030,0.40,0.000,NA
RtM4,R2,Male,dlCPu,rostral,p4,0.270,254.270,1965.030,0.45,0.093,NA
RtM4,R2,Male,dlCPu,rostral,p4,0.270,254.270,1965.030,0.50,0.068,NA
RtM4,R2,Male,dlCPu,rostral,p4,0.270,254.270,1965.030,0.60,0.144,NA
RtM4,R2,Male,dlCPu,rostral,p4,0.270,254.270,1965.030,0.70,0.170,NA
RtM4,R2,Male,dlCPu,rostral,p4,0.270,254.270,1965.030,0.80,0.161,NA
RtM4,R2,Male,vmCPu,rostral,p3,1.120,995.870,2751.050,0.14,0.000,NA
RtM4,R2,Male,vmCPu,rostral,p3,1.120,995.870,2751.050,0.16,0.000,NA
RtM4,R2,Male,vmCPu,rostral,p3,1.120,995.870,2751.050,0.18,0.000,NA
RtM4,R2,Male,vmCPu,rostral,p3,1.120,995.870,2751.050,0.20,0.000,NA
RtM4,R2,Male,vmCPu,rostral,p3,1.120,995.870,2751.050,0.22,0.113,NA
RtM4,R2,Male,vmCPu,rostral,p3,1.120,995.870,2751.050,0.24,0.199,NA
RtM4,R2,Male,vmCPu,rostral,p3,1.120,995.870,2751.050,0.26,0.147,NA
RtM4,R2,Male,vmCPu,rostral,p3,1.120,995.870,2751.050,0.30,0.312,NA
RtM4,R2,Male,vmCPu,rostral,p3,1.120,995.870,2751.050,0.35,0.494,NA
RtM4,R2,Male,vmCPu,rostral,p3,1.120,995.870,2751.050,0.40,0.676,NA
RtM4,R2,Male,vmCPu,rostral,p3,1.120,995.870,2751.050,0.45,0.772,NA
RtM4,R2,Male,vmCPu,rostral,p3,1.120,995.870,2751.050,0.50,0.859,NA
RtM4,R2,Male,vmCPu,rostral,p3,1.120,995.870,2751.050,0.60,0.989,NA
RtM4,R2,Male,vmCPu,rostral,p3,1.120,995.870,2751.050,0.70,1.101,NA
RtM4,R2,Male,vmCPu,rostral,p3,1.120,995.870,2751.050,0.80,1.171,NA
RtM4,R2,Male,core,rostral,p5,0.550,508.530,1375.520,0.14,0.000,NA
RtM4,R2,Male,core,rostral,p5,0.550,508.530,1375.520,0.16,0.000,NA
RtM4,R2,Male,core,rostral,p5,0.550,508.530,1375.520,0.18,0.000,NA
RtM4,R2,Male,core,rostral,p5,0.550,508.530,1375.520,0.20,0.000,NA
RtM4,R2,Male,core,rostral,p5,0.550,508.530,1375.520,0.22,0.215,NA
RtM4,R2,Male,core,rostral,p5,0.550,508.530,1375.520,0.24,0.323,NA
RtM4,R2,Male,core,rostral,p5,0.550,508.530,1375.520,0.26,0.381,NA
RtM4,R2,Male,core,rostral,p5,0.550,508.530,1375.520,0.30,0.381,NA
RtM4,R2,Male,core,rostral,p5,0.550,508.530,1375.520,0.35,0.472,NA
RtM4,R2,Male,core,rostral,p5,0.550,508.530,1375.520,0.40,0.472,NA
RtM4,R2,Male,core,rostral,p5,0.550,508.530,1375.520,0.45,0.522,NA
RtM4,R2,Male,core,rostral,p5,0.550,508.530,1375.520,0.50,0.472,NA
RtM4,R2,Male,core,rostral,p5,0.550,508.530,1375.520,0.60,0.455,NA
RtM4,R2,Male,core,rostral,p5,0.550,508.530,1375.520,0.70,0.406,NA
RtM4,R2,Male,core,rostral,p5,0.550,508.530,1375.520,0.80,0.397,NA
RtM4,R2,Male,lshell,rostral,p2,0.530,487.340,1965.030,0.14,0.000,NA
RtM4,R2,Male,lshell,rostral,p2,0.530,487.340,1965.030,0.16,0.000,NA
RtM4,R2,Male,lshell,rostral,p2,0.530,487.340,1965.030,0.18,0.000,NA
RtM4,R2,Male,lshell,rostral,p2,0.530,487.340,1965.030,0.20,0.076,NA
RtM4,R2,Male,lshell,rostral,p2,0.530,487.340,1965.030,0.22,0.115,NA
RtM4,R2,Male,lshell,rostral,p2,0.530,487.340,1965.030,0.24,0.201,NA
RtM4,R2,Male,lshell,rostral,p2,0.530,487.340,1965.030,0.26,0.182,NA
RtM4,R2,Male,lshell,rostral,p2,0.530,487.340,1965.030,0.30,0.210,NA
RtM4,R2,Male,lshell,rostral,p2,0.530,487.340,1965.030,0.35,0.325,NA
RtM4,R2,Male,lshell,rostral,p2,0.530,487.340,1965.030,0.40,0.373,NA
RtM4,R2,Male,lshell,rostral,p2,0.530,487.340,1965.030,0.45,0.382,NA
RtM4,R2,Male,lshell,rostral,p2,0.530,487.340,1965.030,0.50,0.402,NA
RtM4,R2,Male,lshell,rostral,p2,0.530,487.340,1965.030,0.60,0.449,NA
RtM4,R2,Male,lshell,rostral,p2,0.530,487.340,1965.030,0.70,0.449,NA
RtM4,R2,Male,lshell,rostral,p2,0.530,487.340,1965.030,0.80,0.430,NA
RtM4,R2,Male,mshell,rostral,p1,0.320,275.450,1375.520,0.14,0.000,NA
RtM4,R2,Male,mshell,rostral,p1,0.320,275.450,1375.520,0.16,0.000,NA
RtM4,R2,Male,mshell,rostral,p1,0.320,275.450,1375.520,0.18,0.000,NA
RtM4,R2,Male,mshell,rostral,p1,0.320,275.450,1375.520,0.20,0.000,NA
RtM4,R2,Male,mshell,rostral,p1,0.320,275.450,1375.520,0.22,0.000,NA
RtM4,R2,Male,mshell,rostral,p1,0.320,275.450,1375.520,0.24,0.000,NA
RtM4,R2,Male,mshell,rostral,p1,0.320,275.450,1375.520,0.26,0.000,NA
RtM4,R2,Male,mshell,rostral,p1,0.320,275.450,1375.520,0.30,0.163,NA
RtM4,R2,Male,mshell,rostral,p1,0.320,275.450,1375.520,0.35,0.143,NA
RtM4,R2,Male,mshell,rostral,p1,0.320,275.450,1375.520,0.40,0.225,NA
RtM4,R2,Male,mshell,rostral,p1,0.320,275.450,1375.520,0.45,0.235,NA
RtM4,R2,Male,mshell,rostral,p1,0.320,275.450,1375.520,0.50,0.204,NA
RtM4,R2,Male,mshell,rostral,p1,0.320,275.450,1375.520,0.60,0.266,NA
RtM4,R2,Male,mshell,rostral,p1,0.320,275.450,1375.520,0.70,0.327,NA
RtM4,R2,Male,mshell,rostral,p1,0.320,275.450,1375.520,0.80,0.378,NA
