Animal,Slice,Sex,Subregion,z-plane,placement order,baseline uM,baseline DA/p,Baseline Vmax (nM/s),stimulation (mA),output (uM),cycle stage
RtF1,C1,Female,lshell,caudal,p2,0.530,466.150,1768.530,0.24,0.263,nonestrus
RtF1,C1,Female,lshell,caudal,p2,0.530,466.150,1768.530,0.26,0.276,nonestrus
RtF1,C1,Female,lshell,caudal,p2,0.530,466.150,1768.530,0.30,0.381,nonestrus
RtF1,C1,Female,lshell,caudal,p2,0.530,466.150,1768.530,0.35,0.433,nonestrus
RtF1,C1,Female,lshell,caudal,p2,0.530,466.150,1768.530,0.40,0.460,nonestrus
RtF1,C1,Female,lshell,caudal,p2,0.530,466.150,1768.530,0.45,0.427,nonestrus
RtF1,C1,Female,lshell,caudal,p2,0.530,466.150,1768.530,0.50,0.433,nonestrus
RtF1,C1,Female,lshell,caudal,p2,0.530,466.150,1768.530,0.60,0.427,nonestrus
RtF1,C1,Female,lshell,caudal,p2,0.530,466.150,1768.530,0.70,0.453,nonestrus
RtF1,C1,Female,lshell,caudal,p2,0.530,466.150,1768.530,0.80,0.447,nonestrus
RtF1,C1,Female,mshell,caudal,p4,0.120,105.940,982.520,0.14,0.000,nonestrus
RtF1,C1,Female,mshell,caudal,p4,0.120,105.940,982.520,0.16,0.000,nonestrus
RtF1,C1,Female,mshell,caudal,p4,0.120,105.940,982.520,0.18,0.000,nonestrus
RtF1,C1,Female,mshell,caudal,p4,0.120,105.940,982.520,0.20,0.000,nonestrus
RtF1,C1,Female,mshell,caudal,p4,0.120,105.940,982.520,0.22,0.042,nonestrus
RtF1,C1,Female,mshell,caudal,p4,0.120,105.940,982.520,0.24,0.060,nonestrus
RtF1,C1,Female,mshell,caudal,p4,0.120,105.940,982.520,0.26,0.083,nonestrus
RtF1,C1,Female,mshell,caudal,p4,0.120,105.940,982.520,0.30,0.065,nonestrus
RtF1,C1,Female,mshell,caudal,p4,0.120,105.940,982.520,0.35,0.113,nonestrus
RtF1,C1,Female,mshell,caudal,p4,0.120,105.940,982.520,0.40,0.095,nonestrus
RtF1,C1,Female,mshell,caudal,p4,0.120,105.940,982.520,0.45,0.101,nonestrus
RtF1,C1,Female,mshell,caudal,p4,0.120,105.940,982.520,0.50,0.101,nonestrus
RtF1,C1,Female,mshell,caudal,p4,0.120,105.940,982.520,0.60,0.131,nonestrus
RtF1,C1,Female,mshell,caudal,p4,0.120,105.940,982.520,0.70,0.089,nonestrus
RtF1,C1,Female,mshell,caudal,p4,0.120,105.940,982.520,0.80,0.077,nonestrus
RtF1,C2,Female,dlCPu,caudal,p3,NA,NA,NA,0.14,NA,nonestrus
RtF1,C2,Female,dlCPu,caudal,p3,NA,NA,NA,0.16,NA,nonestrus
RtF1,C2,Female,dlCPu,caudal,p3,NA,NA,NA,0.18,NA,nonestrus
RtF1,C2,Female,dlCPu,caudal,p3,NA,NA,NA,0.20,NA,nonestrus
RtF1,C2,Female,dlCPu,caudal,p3,NA,NA,NA,0.22,NA,nonestrus
RtF1,C2,Female,dlCPu,caudal,p3,NA,NA,NA,0.24,NA,nonestrus
RtF1,C2,Female,dlCPu,caudal,p3,NA,NA,NA,0.26,NA,nonestrus
RtF1,C2,Female,dlCPu,caudal,p3,NA,NA,NA,0.30,NA,nonestrus
RtF1,C2,Female,dlCPu,caudal,p3,NA,NA,NA,0.35,NA,nonestrus
RtF1,C2,Female,dlCPu,caudal,p3,NA,NA,NA,0.40,NA,nonestrus
RtF1,C2,Female,dlCPu,caudal,p3,NA,NA,NA,0.45,NA,nonestrus
RtF1,C2,Female,dlCPu,caudal,p3,NA,NA,NA,0.50,NA,nonestrus
RtF1,C2,Female,dlCPu,caudal,p3,NA,NA,NA,0.60,NA,nonestrus
RtF1,C2,Female,dlCPu,caudal,p3,NA,NA,NA,0.70,NA,nonestrus
RtF1,C2,Female,dlCPu,caudal,p3,NA,NA,NA,0.80,NA,nonestrus
RtF1,C2,Female,vmCPu,caudal,p1,0.610,496.340,1560.030,0.14,0.000,nonestrus
RtF1,C2,Female,vmCPu,caudal,p1,0.610,496.340,1560.030,0.16,0.000,nonestrus
RtF1,C2,Female,vmCPu,caudal,p1,0.610,496.340,1560.030,0.18,0.085,nonestrus
RtF1,C2,Female,vmCPu,caudal,p1,0.610,496.340,1560.030,0.20,0.208,nonestrus
RtF1,C2,Female,vmCPu,caudal,p1,0.610,496.340,1560.030,0.22,0.312,nonestrus
RtF1,C2,Female,vmCPu,caudal,p1,0.610,496.340,1560.030,0.24,0.360,nonestrus
RtF1,C2,Female,vmCPu,caudal,p1,0.610,496.340,1560.030,0.26,0.350,nonestrus
RtF1,C2,Female,vmCPu,caudal,p1,0.610,496.340,1560.030,0.30,0.435,nonestrus
RtF1,C2,Female,vmCPu,caudal,p1,0.610,496.340,1560.030,0.35,0.492,nonestrus
RtF1,C2,Female,vmCPu,caudal,p1,0.610,496.340,1560.030,0.40,0.596,nonestrus
RtF1,C2,Female,vmCPu,caudal,p1,0.610,496.340,1560.030,0.45,0.549,nonestrus
RtF1,C2,Female,vmCPu,caudal,p1,0.610,496.340,1560.030,0.50,0.549,nonestrus
RtF1,C2,Female,vmCPu,caudal,p1,0.610,496.340,1560.030,0.60,0.549,nonestrus
RtF1,C2,Female,vmCPu,caudal,p1,0.610,496.340,1560.030,0.70,0.521,nonestrus
RtF1,C2,Female,vmCPu,caudal,p1,0.610,496.340,1560.030,0.80,0.492,nonestrus
RtF1,C2,Female,core,caudal,p4,0.300,275.450,1179.020,0.14,0.000,nonestrus
RtF1,C2,Female,core,caudal,p4,0.300,275.450,1179.020,0.16,0.000,nonestrus
RtF1,C2,Female,core,caudal,p4,0.300,275.450,1179.020,0.18,0.034,nonestrus
RtF1,C2,Female,core,caudal,p4,0.300,275.450,1179.020,0.20,0.075,nonestrus
RtF1,C2,Female,core,caudal,p4,0.300,275.450,1179.020,0.22,0.082,nonestrus
RtF1,C2,Female,core,caudal,p4,0.300,275.450,1179.020,0.24,0.143,nonestrus
RtF1,C2,Female,core,caudal,p4,0.300,275.450,1179.020,0.26,0.150,nonestrus
RtF1,C2,Female,core,caudal,p4,0.300,275.450,1179.020,0.30,0.198,nonestrus
RtF1,C2,Female,core,caudal,p4,0.300,275.450,1179.020,0.35,0.225,nonestrus
RtF1,C2,Female,core,caudal,p4,0.300,275.450,1179.020,0.40,0.252,nonestrus
RtF1,C2,Female,core,caudal,p4,0.300,275.450,1179.020,0.45,0.246,nonestrus
RtF1,C2,Female,core,caudal,p4,0.300,275.450,1179.020,0.50,0.252,nonestrus
RtF1,C2,Female,core,caudal,p4,0.300,275.450,1179.020,0.60,0.225,nonestrus
RtF1,C2,Female,core,caudal,p4,0.300,275.450,1179.020,0.70,0.225,nonestrus
RtF1,C2,Female,core,caudal,p4,0.300,275.450,1179.020,0.80,0.218,nonestrus
RtF1,C2,Female,lshell,caudal,p5,0.090,127.130,1572.030,0.14,0.000,nonestrus
RtF1,C2,Female,lshell,caudal,p5,0.090,127.130,1572.030,0.16,0.000,nonestrus
RtF1,C2,Female,lshell,caudal,p5,0.090,127.130,1572.030,0.18,0.000,nonestrus
RtF1,C2,Female,lshell,caudal,p5,0.090,127.130,1572.030,0.20,0.000,nonestrus
RtF1,C2,Female,lshell,caudal,p5,0.090,127.130,1572.030,0.22,0.019,nonestrus
RtF1,C2,Female,lshell,caudal,p5,0.090,127.130,1572.030,0.24,0.019,nonestrus
RtF1,C2,Female,lshell,caudal,p5,0.090,127.130,1572.030,0.26,0.039,nonestrus
RtF1,C2,Female,lshell,caudal,p5,0.090,127.130,1572.030,0.30,0.045,nonestrus
RtF1,C2,Female,lshell,caudal,p5,0.090,127.130,1572.030,0.35,0.058,nonestrus
RtF1,C2,Female,lshell,caudal,p5,0.090,127.130,1572.030,0.40,0.077,nonestrus
RtF1,C2,Female,lshell,caudal,p5,0.090,127.130,1572.030,0.45,0.084,nonestrus
RtF1,C2,Female,lshell,caudal,p5,0.090,127.130,1572.030,0.50,0.077,nonestrus
RtF1,C2,Female,lshell,caudal,p5,0.090,127.130,1572.030,0.60,0.071,nonestrus
RtF1,C2,Female,lshell,caudal,p5,0.090,127.130,1572.030,0.70,0.071,nonestrus
RtF1,C2,Female,lshell,caudal,p5,0.090,127.130,1572.030,0.80,0.065,nonestrus
RtF1,C2,Female,mshell,caudal,p2,0.170,173.510,1187.020,0.14,0.000,nonestrus
RtF1,C2,Female,mshell,caudal,p2,0.170,173.510,1187.020,0.16,0.000,nonestrus
RtF1,C2,Female,mshell,caudal,p2,0.170,173.510,1187.020,0.18,0.097,nonestrus
RtF1,C2,Female,mshell,caudal,p2,0.170,173.510,1187.020,0.20,0.097,nonestrus
RtF1,C2,Female,mshell,caudal,p2,0.170,173.510,1187.020,0.22,0.137,nonestrus
RtF1,C2,Female,mshell,caudal,p2,0.170,173.510,1187.020,0.24,0.137,nonestrus
RtF1,C2,Female,mshell,caudal,p2,0.170,173.510,1187.020,0.26,0.137,nonestrus
RtF1,C2,Female,mshell,caudal,p2,0.170,173.510,1187.020,0.30,0.153,nonestrus
RtF1,C2,Female,mshell,caudal,p2,0.170,173.510,1187.020,0.35,0.153,nonestrus
RtF1,C2,Female,mshell,caudal,p2,0.170,173.510,1187.020,0.40,0.145,nonestrus
RtF1,C2,Female,mshell,caudal,p2,0.170,173.510,1187.020,0.45,0.153,nonestrus
RtF1,C2,Female,mshell,caudal,p2,0.170,173.510,1187.020,0.50,0.162,nonestrus
RtF1,C2,Female,mshell,caudal,p2,0.170,173.510,1187.020,0.60,0.145,nonestrus
RtF1,C2,Female,mshell,caudal,p2,0.170,173.510,1187.020,0.70,0.145,nonestrus
RtF1,C2,Female,mshell,caudal,p2,0.170,173.510,1187.020,0.80,0.153,nonestrus
RtF2,C1,Female,dlCPu,caudal,p5,0.280,360.210,4323.080,0.14,0.000,nonestrus
RtF2,C1,Female,dlCPu,caudal,p5,0.280,360.210,4323.080,0.16,0.000,nonestrus
RtF2,C1,Female,dlCPu,caudal,p5,0.280,360.210,4323.080,0.18,0.029,nonestrus
RtF2,C1,Female,dlCPu,caudal,p5,0.280,360.210,4323.080,0.20,0.036,nonestrus
RtF2,C1,Female,dlCPu,caudal,p5,0.280,360.210,4323.080,0.22,0.058,nonestrus
RtF2,C1,Female,dlCPu,caudal,p5,0.280,360.210,4323.080,0.24,0.072,nonestrus
RtF2,C1,Female,dlCPu,caudal,p5,0.280,360.210,4323.080,0.26,0.050,nonestrus
RtF2,C1,Female,dlCPu,caudal,p5,0.280,360.210,4323.080,0.30,0.087,nonestrus
RtF2,C1,Female,dlCPu,caudal,p5,0.280,360.210,4323.080,0.35,0.166,nonestrus
RtF2,C1,Female,dlCPu,caudal,p5,0.280,360.210,4323.080,0.40,0.151,nonestrus
RtF2,C1,Female,dlCPu,caudal,p5,0.280,360.210,4323.080,0.45,0.151,nonestrus
RtF2,C1,Female,dlCPu,caudal,p5,0.280,360.210,4323.080,0.50,0.173,nonestrus
RtF2,C1,Female,dlCPu,caudal,p5,0.280,360.210,4323.080,0.60,0.209,nonestrus
RtF2,C1,Female,dlCPu,caudal,p5,0.280,360.210,4323.080,0.70,0.317,nonestrus
RtF2,C1,Female,dlCPu,caudal,p5,0.280,360.210,4323.080,0.80,0.317,nonestrus
RtF2,C1,Female,vmCPu,caudal,p4,0.840,779.800,3924.070,0.14,0.000,nonestrus
RtF2,C1,Female,vmCPu,caudal,p4,0.840,779.800,3924.070,0.16,0.000,nonestrus
RtF2,C1,Female,vmCPu,caudal,p4,0.840,779.800,3924.070,0.18,0.052,nonestrus
RtF2,C1,Female,vmCPu,caudal,p4,0.840,779.800,3924.070,0.20,0.133,nonestrus
RtF2,C1,Female,vmCPu,caudal,p4,0.840,779.800,3924.070,0.22,0.192,nonestrus
RtF2,C1,Female,vmCPu,caudal,p4,0.840,779.800,3924.070,0.24,0.221,nonestrus
RtF2,C1,Female,vmCPu,caudal,p4,0.840,779.800,3924.070,0.26,0.258,nonestrus
RtF2,C1,Female,vmCPu,caudal,p4,0.840,779.800,3924.070,0.30,0.346,nonestrus
RtF2,C1,Female,vmCPu,caudal,p4,0.840,779.800,3924.070,0.35,0.516,nonestrus
RtF2,C1,Female,vmCPu,caudal,p4,0.840,779.800,3924.070,0.40,0.597,nonestrus
RtF2,C1,Female,vmCPu,caudal,p4,0.840,779.800,3924.070,0.45,0.649,nonestrus
RtF2,C1,Female,vmCPu,caudal,p4,0.840,779.800,3924.070,0.50,0.641,nonestrus
RtF2,C1,Female,vmCPu,caudal,p4,0.840,779.800,3924.070,0.60,0.626,nonestrus
RtF2,C1,Female,vmCPu,caudal,p4,0.840,779.800,3924.070,0.70,0.700,nonestrus
RtF2,C1,Female,vmCPu,caudal,p4,0.840,779.800,3924.070,0.80,0.737,nonestrus
RtF2,C1,Female,core,caudal,p2,0.400,327.640,1375.520,0.14,0.000,nonestrus
RtF2,C1,Female,core,caudal,p2,0.400,327.640,1375.520,0.16,0.000,nonestrus
RtF2,C1,Female,core,caudal,p2,0.400,327.640,1375.520,0.18,0.055,nonestrus
RtF2,C1,Female,core,caudal,p2,0.400,327.640,1375.520,0.20,0.087,nonestrus
RtF2,C1,Female,core,caudal,p2,0.400,327.640,1375.520,0.22,0.189,nonestrus
RtF2,C1,Female,core,caudal,p2,0.400,327.640,1375.520,0.24,0.205,nonestrus
RtF2,C1,Female,core,caudal,p2,0.400,327.640,1375.520,0.26,0.245,nonestrus
RtF2,C1,Female,core,caudal,p2,0.400,327.640,1375.520,0.30,0.245,nonestrus
RtF2,C1,Female,core,caudal,p2,0.400,327.640,1375.520,0.35,0.268,nonestrus
RtF2,C1,Female,core,caudal,p2,0.400,327.640,1375.520,0.40,0.300,nonestrus
RtF2,C1,Female,core,caudal,p2,0.400,327.640,1375.520,0.45,0.260,nonestrus
RtF2,C1,Female,core,caudal,p2,0.400,327.640,1375.520,0.50,0.284,nonestrus
RtF2,C1,Female,core,caudal,p2,0.400,327.640,1375.520,0.60,0.316,nonestrus
RtF2,C1,Female,core,caudal,p2,0.400,327.640,1375.520,0.70,0.363,nonestrus
RtF2,C1,Female,core,caudal,p2,0.400,327.640,1375.520,0.80,0.379,nonestrus
RtF2,C1,Female,lshell,caudal,p1,0.350,310.830,1375.520,0.14,0.000,nonestrus
RtF2,C1,Female,lshell,caudal,p1,0.350,310.830,1375.520,0.16,0.000,nonestrus
RtF2,C1,Female,lshell,caudal,p1,0.350,310.830,1375.520,0.18,0.066,nonestrus
RtF2,C1,Female,lshell,caudal,p1,0.350,310.830,1375.520,0.20,0.157,nonestrus
RtF2,C1,Female,lshell,caudal,p1,0.350,310.830,1375.520,0.22,0.182,nonestrus
RtF2,C1,Female,lshell,caudal,p1,0.350,310.830,1375.520,0.24,0.207,nonestrus
RtF2,C1,Female,lshell,caudal,p1,0.350,310.830,1375.520,0.26,0.215,nonestrus
RtF2,C1,Female,lshell,caudal,p1,0.350,310.830,1375.520,0.30,0.298,nonestrus
RtF2,C1,Female,lshell,caudal,p1,0.350,310.830,1375.520,0.35,0.290,nonestrus
RtF2,C1,Female,lshell,caudal,p1,0.350,310.830,1375.520,0.40,0.298,nonestrus
RtF2,C1,Female,lshell,caudal,p1,0.350,310.830,1375.520,0.45,0.306,nonestrus
RtF2,C1,Female,lshell,caudal,p1,0.350,310.830,1375.520,0.50,0.298,nonestrus
RtF2,C1,Female,lshell,caudal,p1,0.350,310.830,1375.520,0.60,0.290,nonestrus
RtF2,C1,Female,lshell,caudal,p1,0.350,310.830,1375.520,0.70,0.240,nonestrus
RtF2,C1,Female,lshell,caudal,p1,0.350,310.830,1375.520,0.80,0.240,nonestrus
RtF2,C1,Female,mshell,caudal,p3,NA,NA,NA,0.14,NA,nonestrus
RtF2,C1,Female,mshell,caudal,p3,NA,NA,NA,0.16,NA,nonestrus
RtF2,C1,Female,mshell,caudal,p3,NA,NA,NA,0.18,NA,nonestrus
RtF2,C1,Female,mshell,caudal,p3,NA,NA,NA,0.20,NA,nonestrus
RtF2,C1,Female,mshell,caudal,p3,NA,NA,NA,0.22,NA,nonestrus
RtF2,C1,Female,mshell,caudal,p3,NA,NA,NA,0.24,NA,nonestrus
RtF2,C1,Female,mshell,caudal,p3,NA,NA,NA,0.26,NA,nonestrus
RtF2,C1,Female,mshell,caudal,p3,NA,NA,NA,0.30,NA,nonestrus
RtF2,C1,Female,mshell,caudal,p3,NA,NA,NA,0.35,NA,nonestrus
RtF2,C1,Female,mshell,caudal,p3,NA,NA,NA,0.40,NA,nonestrus
RtF2,C1,Female,mshell,caudal,p3,NA,NA,NA,0.45,NA,nonestrus
RtF2,C1,Female,mshell,caudal,p3,NA,NA,NA,0.50,NA,nonestrus
RtF2,C1,Female,mshell,caudal,p3,NA,NA,NA,0.60,NA,nonestrus
RtF2,C1,Female,mshell,caudal,p3,NA,NA,NA,0.70,NA,nonestrus
RtF2,C1,Female,mshell,caudal,p3,NA,NA,NA,0.80,NA,nonestrus
RtF2,C2,Female,dlCPu,caudal,p3,0.520,466.150,2554.550,0.14,0.000,nonestrus
RtF2,C2,Female,dlCPu,caudal,p3,0.520,466.150,2554.550,0.16,0.000,nonestrus
RtF2,C2,Female,dlCPu,caudal,p3,0.520,466.150,2554.550,0.18,0.000,nonestrus
RtF2,C2,Female,dlCPu,caudal,p3,0.520,466.150,2554.550,0.20,0.055,nonestrus
RtF2,C2,Female,dlCPu,caudal,p3,0.520,466.150,2554.550,0.22,0.079,nonestrus
RtF2,C2,Female,dlCPu,caudal,p3,0.520,466.150,2554.550,0.24,0.102,nonestrus
RtF2,C2,Female,dlCPu,caudal,p3,0.520,466.150,2554.550,0.26,0.149,nonestrus
RtF2,C2,Female,dlCPu,caudal,p3,0.520,466.150,2554.550,0.30,0.173,nonestrus
RtF2,C2,Female,dlCPu,caudal,p3,0.520,466.150,2554.550,0.35,0.243,nonestrus
RtF2,C2,Female,dlCPu,caudal,p3,0.520,466.150,2554.550,0.40,0.236,nonestrus
RtF2,C2,Female,dlCPu,caudal,p3,0.520,466.150,2554.550,0.45,0.283,nonestrus
RtF2,C2,Female,dlCPu,caudal,p3,0.520,466.150,2554.550,0.50,0.306,nonestrus
RtF2,C2,Female,dlCPu,caudal,p3,0.520,466.150,2554.550,0.60,0.346,nonestrus
RtF2,C2,Female,dlCPu,caudal,p3,0.520,466.150,2554.550,0.70,0.369,nonestrus
RtF2,C2,Female,dlCPu,caudal,p3,0.520,466.150,2554.550,0.80,0.385,nonestrus
RtF2,C2,Female,vmCPu,caudal,p1,NA,NA,NA,0.14,NA,nonestrus
RtF2,C2,Female,vmCPu,caudal,p1,NA,NA,NA,0.16,NA,nonestrus
RtF2,C2,Female,vmCPu,caudal,p1,NA,NA,NA,0.18,NA,nonestrus
RtF2,C2,Female,vmCPu,caudal,p1,NA,NA,NA,0.20,NA,nonestrus
RtF2,C2,Female,vmCPu,caudal,p1,NA,NA,NA,0.22,NA,nonestrus
RtF2,C2,Female,vmCPu,caudal,p1,NA,NA,NA,0.24,NA,nonestrus
RtF2,C2,Female,vmCPu,caudal,p1,NA,NA,NA,0.26,NA,nonestrus
RtF2,C2,Female,vmCPu,caudal,p1,NA,NA,NA,0.30,NA,nonestrus
RtF2,C2,Female,vmCPu,caudal,p1,NA,NA,NA,0.35,NA,nonestrus
RtF2,C2,Female,vmCPu,caudal,p1,NA,NA,NA,0.40,NA,nonestrus
RtF2,C2,Female,vmCPu,caudal,p1,NA,NA,NA,0.45,NA,nonestrus
RtF2,C2,Female,vmCPu,caudal,p1,NA,NA,NA,0.50,NA,nonestrus
RtF2,C2,Female,vmCPu,caudal,p1,NA,NA,NA,0.60,NA,nonestrus
RtF2,C2,Female,vmCPu,caudal,p1,NA,NA,NA,0.70,NA,nonestrus
RtF2,C2,Female,vmCPu,caudal,p1,NA,NA,NA,0.80,NA,nonestrus
RtF2,C2,Female,core,caudal,p2,0.750,614.480,1965.030,0.14,0.000,nonestrus
RtF2,C2,Female,core,caudal,p2,0.750,614.480,1965.030,0.16,0.000,nonestrus
RtF2,C2,Female,core,caudal,p2,0.750,614.480,1965.030,0.18,0.091,nonestrus
RtF2,C2,Female,core,caudal,p2,0.750,614.480,1965.030,0.20,0.174,nonestrus
RtF2,C2,Female,core,caudal,p2,0.750,614.480,1965.030,0.22,0.273,nonestrus
RtF2,C2,Female,core,caudal,p2,0.750,614.480,1965.030,0.24,0.331,nonestrus
RtF2,C2,Female,core,caudal,p2,0.750,614.480,1965.030,0.26,0.405,nonestrus
RtF2,C2,Female,core,caudal,p2,0.750,614.480,1965.030,0.30,0.488,nonestrus
RtF2,C2,Female,core,caudal,p2,0.750,614.480,1965.030,0.35,0.570,nonestrus
RtF2,C2,Female,core,caudal,p2,0.750,614.480,1965.030,0.40,0.612,nonestrus
RtF2,C2,Female,core,caudal,p2,0.750,614.480,1965.030,0.45,0.587,nonestrus
RtF2,C2,Female,core,caudal,p2,0.750,614.480,1965.030,0.50,0.612,nonestrus
RtF2,C2,Female,core,caudal,p2,0.750,614.480,1965.030,0.60,0.587,nonestrus
RtF2,C2,Female,core,caudal,p2,0.750,614.480,1965.030,0.70,0.529,nonestrus
RtF2,C2,Female,core,caudal,p2,0.750,614.480,1965.030,0.80,0.504,nonestrus
RtF2,C2,Female,lshell,caudal,p4,0.180,190.700,1375.520,0.14,0.000,nonestrus
RtF2,C2,Female,lshell,caudal,p4,0.180,190.700,1375.520,0.16,0.000,nonestrus
RtF2,C2,Female,lshell,caudal,p4,0.180,190.700,1375.520,0.18,0.023,nonestrus
RtF2,C2,Female,lshell,caudal,p4,0.180,190.700,1375.520,0.20,0.030,nonestrus
RtF2,C2,Female,lshell,caudal,p4,0.180,190.700,1375.520,0.22,0.038,nonestrus
RtF2,C2,Female,lshell,caudal,p4,0.180,190.700,1375.520,0.24,0.053,nonestrus
RtF2,C2,Female,lshell,caudal,p4,0.180,190.700,1375.520,0.26,0.061,nonestrus
RtF2,C2,Female,lshell,caudal,p4,0.180,190.700,1375.520,0.30,0.091,nonestrus
RtF2,C2,Female,lshell,caudal,p4,0.180,190.700,1375.520,0.35,0.091,nonestrus
RtF2,C2,Female,lshell,caudal,p4,0.180,190.700,1375.520,0.40,0.121,nonestrus
RtF2,C2,Female,lshell,caudal,p4,0.180,190.700,1375.520,0.45,0.137,nonestrus
RtF2,C2,Female,lshell,caudal,p4,0.180,190.700,1375.520,0.50,0.129,nonestrus
RtF2,C2,Female,lshell,caudal,p4,0.180,190.700,1375.520,0.60,0.144,nonestrus
RtF2,C2,Female,lshell,caudal,p4,0.180,190.700,1375.520,0.70,0.137,nonestrus
RtF2,C2,Female,lshell,caudal,p4,0.180,190.700,1375.520,0.80,0.114,nonestrus
RtF2,C2,Female,mshell,caudal,p5,NA,NA,NA,0.14,NA,nonestrus
RtF2,C2,Female,mshell,caudal,p5,NA,NA,NA,0.16,NA,nonestrus
RtF2,C2,Female,mshell,caudal,p5,NA,NA,NA,0.18,NA,nonestrus
RtF2,C2,Female,mshell,caudal,p5,NA,NA,NA,0.20,NA,nonestrus
RtF2,C2,Female,mshell,caudal,p5,NA,NA,NA,0.22,NA,nonestrus
RtF2,C2,Female,mshell,caudal,p5,NA,NA,NA,0.24,NA,nonestrus
RtF2,C2,Female,mshell,caudal,p5,NA,NA,NA,0.26,NA,nonestrus
RtF2,C2,Female,mshell,caudal,p5,NA,NA,NA,0.30,NA,nonestrus
RtF2,C2,Female,mshell,caudal,p5,NA,NA,NA,0.35,NA,nonestrus
RtF2,C2,Female,mshell,caudal,p5,NA,NA,NA,0.40,NA,nonestrus
RtF2,C2,Female,mshell,caudal,p5,NA,NA,NA,0.45,NA,nonestrus
RtF2,C2,Female,mshell,caudal,p5,NA,NA,NA,0.50,NA,nonestrus
RtF2,C2,Female,mshell,caudal,p5,NA,NA,NA,0.60,NA,nonestrus
RtF2,C2,Female,mshell,caudal,p5,NA,NA,NA,0.70,NA,nonestrus
RtF2,C2,Female,mshell,caudal,p5,NA,NA,NA,0.80,NA,nonestrus
RtF3,C1,Female,dlCPu,caudal,p3,NA,NA,NA,0.14,NA,estrus
RtF3,C1,Female,dlCPu,caudal,p3,NA,NA,NA,0.16,NA,estrus
RtF3,C1,Female,dlCPu,caudal,p3,NA,NA,NA,0.18,NA,estrus
RtF3,C1,Female,dlCPu,caudal,p3,NA,NA,NA,0.20,NA,estrus
RtF3,C1,Female,dlCPu,caudal,p3,NA,NA,NA,0.22,NA,estrus
RtF3,C1,Female,dlCPu,caudal,p3,NA,NA,NA,0.24,NA,estrus
RtF3,C1,Female,dlCPu,caudal,p3,NA,NA,NA,0.26,NA,estrus
RtF3,C1,Female,dlCPu,caudal,p3,NA,NA,NA,0.30,NA,estrus
RtF3,C1,Female,dlCPu,caudal,p3,NA,NA,NA,0.35,NA,estrus
RtF3,C1,Female,dlCPu,caudal,p3,NA,NA,NA,0.40,NA,estrus
RtF3,C1,Female,dlCPu,caudal,p3,NA,NA,NA,0.45,NA,estrus
RtF3,C1,Female,dlCPu,caudal,p3,NA,NA,NA,0.50,NA,estrus
RtF3,C1,Female,dlCPu,caudal,p3,NA,NA,NA,0.60,NA,estrus
RtF3,C1,Female,dlCPu,caudal,p3,NA,NA,NA,0.70,NA,estrus
RtF3,C1,Female,dlCPu,caudal,p3,NA,NA,NA,0.80,NA,estrus
RtF3,C1,Female,vmCPu,caudal,p2,NA,NA,NA,0.14,NA,estrus
RtF3,C1,Female,vmCPu,caudal,p2,NA,NA,NA,0.16,NA,estrus
RtF3,C1,Female,vmCPu,caudal,p2,NA,NA,NA,0.18,NA,estrus
RtF3,C1,Female,vmCPu,caudal,p2,NA,NA,NA,0.20,NA,estrus
RtF3,C1,Female,vmCPu,caudal,p2,NA,NA,NA,0.22,NA,estrus
RtF3,C1,Female,vmCPu,caudal,p2,NA,NA,NA,0.24,NA,estrus
RtF3,C1,Female,vmCPu,caudal,p2,NA,NA,NA,0.26,NA,estrus
RtF3,C1,Female,vmCPu,caudal,p2,NA,NA,NA,0.30,NA,estrus
RtF3,C1,Female,vmCPu,caudal,p2,NA,NA,NA,0.35,NA,estrus
RtF3,C1,Female,vmCPu,caudal,p2,NA,NA,NA,0.40,NA,estrus
RtF3,C1,Female,vmCPu,caudal,p2,NA,NA,NA,0.45,NA,estrus
RtF3,C1,Female,vmCPu,caudal,p2,NA,NA,NA,0.50,NA,estrus
RtF3,C1,Female,vmCPu,caudal,p2,NA,NA,NA,0.60,NA,estrus
RtF3,C1,Female,vmCPu,caudal,p2,NA,NA,NA,0.70,NA,estrus
RtF3,C1,Female,vmCPu,caudal,p2,NA,NA,NA,0.80,NA,estrus
RtF3,C1,Female,core,caudal,p1,NA,NA,NA,0.14,NA,estrus
RtF3,C1,Female,core,caudal,p1,NA,NA,NA,0.16,NA,estrus
RtF3,C1,Female,core,caudal,p1,NA,NA,NA,0.18,NA,estrus
RtF3,C1,Female,core,caudal,p1,NA,NA,NA,0.20,NA,estrus
RtF3,C1,Female,core,caudal,p1,NA,NA,NA,0.22,NA,estrus
RtF3,C1,Female,core,caudal,p1,NA,NA,NA,0.24,NA,estrus
RtF3,C1,Female,core,caudal,p1,NA,NA,NA,0.26,NA,estrus
RtF3,C1,Female,core,caudal,p1,NA,NA,NA,0.30,NA,estrus
RtF3,C1,Female,core,caudal,p1,NA,NA,NA,0.35,NA,estrus
RtF3,C1,Female,core,caudal,p1,NA,NA,NA,0.40,NA,estrus
RtF3,C1,Female,core,caudal,p1,NA,NA,NA,0.45,NA,estrus
RtF3,C1,Female,core,caudal,p1,NA,NA,NA,0.50,NA,estrus
RtF3,C1,Female,core,caudal,p1,NA,NA,NA,0.60,NA,estrus
RtF3,C1,Female,core,caudal,p1,NA,NA,NA,0.70,NA,estrus
